ID,Tipo,REF,Nome,Publicado,"Em destaque?","Visibilidade no catálogo","Descrição curta",Descrição,"Data de preço promocional começa em","Data de preço promocional termina em","Status da taxa","Classe de taxa","Em estoque?",Estoque,"Quantidade baixa de estoque","São permitidas encomendas?","Vender individualmente?","Peso (kg)","Comprimento (cm)","Largura (cm)","Altura (cm)","Permitir avaliações de clientes?","Nota da compra","Preço promocional",Preço,Categorias,Tags,"Classe de entrega",Imagens,"Limite de download","Dias para expirar o download","Produto ascendente","Produtos agrupados","Aumenta vendas","Venda cruzada","URL externa","Texto do botão",Posição,"Nome do atributo 1","Valores do atributo 1","Visibilidade do atributo 1","Atributo global 1","Nome do atributo 2","Valores do atributo 2","Visibilidade do atributo 2","Atributo global 2"
5969,variable,"876 86313 A","Peep Toe vaqueta creme/ vitelo camélia",'-1,0,visible,"Peep Toe com modelo confeccionado em couro vaqueta creme e couro vitelo camélia. Salto bloco de 11cm com pata de 2cm. Ref.: 87686313A","Peep Toe com modelo confeccionado em couro vaqueta creme e couro vitelo camélia. Salto bloco de 11cm com pata de 2cm. Ref.: 87686313A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Peep Toe, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/876-86313-vaqueta-creme-vitelo-camelia-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/876-86313-vaqueta-creme-vitelo-camelia-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/876-86313-vaqueta-creme-vitelo-camelia-2.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Vaqueta Creme, Vitelo Camélia",1,1
5975,variable,"199 10760 A","Sandália Verniz Cereja/ Vitelo Cereja",'-1,0,visible,"Modelo confeccionado em couro vaqueta cereja e verniz cereja. Salto de 10cm. Ref.: 19910760A","Modelo confeccionado em couro vaqueta cereja e verniz cereja. Salto de 10cm. Ref.: 19910760A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 30%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/199-10760-verniz-cereja-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/199-10760-verniz-cereja-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/199-10760-verniz-cereja-3.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Vaqueta Altrosa",1,1
5984,variable,"241 24028 A","Rasteira Birken floater branco/ vitelo preto",'-1,0,visible,"Rasteira Birken com modelo confeccionado em couro floater branco e couro vitelo preto. Enfeite grafite. Sola de P.U preto e branco de 5cm. Ref.: 24124028A","Rasteira Birken com modelo confeccionado em couro floater branco e couro vitelo preto. Enfeite grafite. Sola de P.U preto e branco de 5cm. Ref.: 24124028A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Presentes, Rasteiras, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/241-24028-couro-floater-branco-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/241-24028-couro-floater-branco-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/241-24028-couro-floater-branco-2.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Floater Branco, Vitelo Preto",1,1
5990,variable,"384 38058 A","Tamanco Floater Off White",'-1,0,visible,"Tamanco modelo confeccionado em couro floater off white. Salto de 12cm forrado em corda juta natural Ref.: 38438058A","Tamanco modelo confeccionado em couro floater off white. Salto de 12cm forrado em corda juta natural Ref.: 38438058A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Tamancos, Todos",,,https://divalesi.com.br/wp-content/uploads/2018/08/384-38058-couro-floater-off-white-3.jpg,,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Floater Off White",1,1
5999,variable,"197 10764 A","Sandália Floater Off White/ Verniz Nude",'-1,0,visible,"Modelo confeccionado em couro floater off white e verniz nude. Metal personalizado Divalesi ouro. Salto bloco de 7cm. Ref.: 19710764A","Modelo confeccionado em couro floater off white e verniz nude. Metal personalizado Divalesi ouro. Salto bloco de 7cm. Ref.: 19710764A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 30%, Presentes, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/197-10764-couro-floater-off-white-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/197-10764-couro-floater-off-white-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/197-10764-couro-floater-off-white-1.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Off White, Verniz Nude",1,1
6008,variable,"383 38055 A","Sandália Flatform Verniz Camélia",'-1,0,visible,"Modelo confeccionado em verniz camélia. Salto de 12cm forrado em verniz camélia. Ref.: 38338055A","Modelo confeccionado em verniz camélia. Salto de 12cm forrado em verniz camélia. Ref.: 38338055A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/383-38055-verniz-camelia-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/383-38055-verniz-camelia-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/383-38055-verniz-camelia-3.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Verniz Camelia",1,1
6020,variable,"341 34061 A","Sandália Floater Off White",'-1,0,visible,"Modelo confeccionado em couro floater off white. Fivela ouro. Salto de 11,5cm com pata conforto de 1cm.\n\nRef.: 34134061A","Modelo confeccionado em couro floater off white. Fivela ouro. Salto de 11,5cm com pata conforto de 1cm.\n\nRef.: 34134061A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/341-34061-floater-off-white-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/341-34061-floater-off-white-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/341-34061-floater-off-white-3.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Floater Off White",1,1
6029,variable,"667 64109 A","Peep Toe Slingback Floater Nude",'-1,0,visible,"Peep Toe Slingback com modelo confeccionado em couro floater nude. Salto bloco de 7cm e vira de couro natural.\n\nRef.: 66764109A","Peep Toe Slingback com modelo confeccionado em couro floater nude. Salto bloco de 7cm e vira de couro natural. Ref.: 66764109A",,,taxable,,0,,,0,0,,,,,0,,,,"Liquida Verão 40%, Presentes, Peep Toe, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/667-64109-floater-nude-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/667-64109-floater-nude-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/667-64109-floater-nude-1.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,Nude,1,1
6038,variable,"168 10714 A","Sandália Verniz Cereja",'-1,0,visible,"Sandália Modelo confeccionado em verniz cereja. Fivela ouro. Salto bloco de 12cm e pata de 3cm. Ref.: 16810714A","Sandália Modelo confeccionado em verniz cereja. Fivela ouro. Salto bloco de 12cm e pata de 3cm. Ref.: 16810714A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 30%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/168-10714-verniz-cereja-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/168-10714-verniz-cereja-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/168-10714-verniz-cereja-1.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Off White, Verniz Nude",1,1
6047,variable,"241 24024 A","Rasteira Birken floater branco/ floater preto",'-1,0,visible,"Rasteira Birken com modelo confeccionado em couro floater branco e couro vitelo preto. Enfeite grafite. Sola de P.U preto e branco de 5cm. Ref.: 24124024A","Rasteira Birken com modelo confeccionado em couro floater branco e couro floater preto. Fivela grafite. Sola de P.U. preto e branco de 5cm. Ref.: 24124024A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 30%, Presentes, Rasteiras, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/241-24024-couro-floater-branco-preto-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/241-24024-couro-floater-branco-preto-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/241-24024-couro-floater-branco-preto-2.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Floater Branco, Preto",1,1
6056,variable,"341 34048 A","Sandália Vitelo Cereja",'-1,0,visible,"Modelo confeccionado em couro vitelo cereja. Salto de 12cm com pata conforto de 1cm. Ref.: 34134048A","Modelo confeccionado em couro vitelo cereja. Salto de 12cm com pata conforto de 1cm. Ref.: 34134048A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/341-34048-vitelo-cereja-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/341-34048-vitelo-cereja-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/341-34048-vitelo-cereja-3.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Vitelo Cereja",1,1
6065,variable,"343 34059 A","Sandália Vitelo Preto",'-1,0,visible,"<p>Modelo confeccionado em couro vitelo preto e fita rígida preto e branco. Salto bloco de 10,5cm com pata conforto de 1,5cm e vira preta.</p> Ref.: 34334059A","<p>Modelo confeccionado em couro vitelo preto e fita rígida preto e branco. Salto bloco de 10,5cm com pata conforto de 1,5cm e vira preta.</p> Ref.: 34334059A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/343-34059-couro-vitelo-preto-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/343-34059-couro-vitelo-preto-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/343-34059-couro-vitelo-preto-3.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Vitelo Preto",1,1
6074,variable,"168 10556 A","Sandália Floater Rosa Velho",'-1,0,visible,"Modelo confeccionado em couro floater rosa velho. Fivela ouro. Salto bloco de 12cm e pata de 3cm. Ref.: 16810556A","Modelo confeccionado em couro floater rosa velho. Fivela ouro. Salto bloco de 12cm e pata de 3cm. Ref.: 16810556A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/168-10556-floater-rosa-velho-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/168-10556-floater-rosa-velho-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/168-10556-floater-rosa-velho-2.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Floater rosa velho",1,1
6083,variable,"954 95066 A","Peep Toe Slingback Floater Preto",'-1,0,visible,"Modelo confeccionado em couro floater preto. Fivela ouro. Salto bloco de 7cm e vira de couro natural.\n\nRef.: 95495066A","Peep Toe Slingback com modelo confeccionado em couro floater preto. Fivela ouro. Salto bloco de 7cm e vira de couro natural. Ref.: 95495066A",,,taxable,,0,,,0,0,,,,,0,,,,"Liquida Verão 40%, Peep Toe, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/954-95066-couro-floater-preto-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/954-95066-couro-floater-preto-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/954-95066-couro-floater-preto-1.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,Preto,1,1
6092,variable,"322 32014 A","Sandália Verniz Camélia",'-1,0,visible,"Modelo confeccionado em verniz camélia. Fivela ouro. Salto de 6,5cm com pata de 2,5cm. Ref.: 32232014A","Modelo confeccionado em verniz camélia. Fivela ouro. Salto de 6,5cm com pata de 2,5cm. Ref.: 32232014A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 30%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/322-32014-verniz-camelia-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/322-32014-verniz-camelia-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/322-32014-verniz-camelia-3.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Verniz Camelia",1,1
6101,variable,"322 32017 A","Sandália Verniz Preto",'-1,0,visible,"Modelo confeccionado em verniz preto. Fivela ouro. Salto de 6,5cm com pata de 2,5cm. Ref.: 32232017A","Modelo confeccionado em verniz preto. Fivela ouro. Salto de 6,5cm com pata de 2,5cm. Ref.: 32232017A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 30%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/322-32017-verniz-preto-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/322-32017-verniz-preto-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/322-32017-verniz-preto-1.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Verniz Preto",1,1
6110,variable,"168 10748 A","Sandália Floater Cereja",'-1,0,visible,"Modelo confeccionado em couro floater cereja. Fivela ouro. Salto bloco de 12cm e pata de 3cm. Ref.: 16810748A","Modelo confeccionado em couro floater cereja. Fivela ouro. Salto bloco de 12cm e pata de 3cm. Ref.: 16810748A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/168-10748-couro-floater-cereja-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/168-10748-couro-floater-cereja-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/168-10748-couro-floater-cereja-2.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Floater Cereja",1,1
6119,variable,"322 32015 A","Sandália Verniz Cereja",'-1,0,visible,"Modelo confeccionado em verniz cereja. Enfeite personalizado Divalesi e fivela ouro. Salto de 6,5cm com pata de 2,5cm. Ref.: 32232015A","Modelo confeccionado em verniz cereja. Enfeite personalizado Divalesi e fivela ouro. Salto de 6,5cm com pata de 2,5cm. Ref.: 32232015A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/322-32015-verniz-cereja-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/322-32015-verniz-cereja-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/322-32015-verniz-cereja-1.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Verniz Cereja",1,1
6128,variable,"667 64108 A","Peep Toe Slingback Floater Crepúsculo",'-1,0,visible,"Peep Toe Slingback com modelo confeccionado em couro floater crepúsculo. Fivela forrada. Salto bloco de 7cm e vira de couro natural. Ref.: 66764108A\n\nRef.: 66764108A","Peep Toe Slingback com modelo confeccionado em couro floater crepúsculo. Fivela forrada. Salto bloco de 7cm e vira de couro natural. Ref.: 66764108A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Peep Toe, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/667-64108-couro-floater-crepusculo-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/667-64108-couro-floater-crepusculo-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/667-64108-couro-floater-crepusculo-2.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Crepúsculo, Preto",1,1
6137,variable,"251 25040 A","Sandália Tratorada Vitelo Preto/ Fita Branco e Preto",'-1,0,visible,"Sandália Tratorada com modelo confeccionado em couro vitelo preto e fita rígida preto e branco. Sola de P.U preto de 6,5cm. Ref.: 25125040A","Sandália Tratorada com modelo confeccionado em couro vitelo preto e fita rígida preto e branco. Sola de P.U preto de 6,5cm. Ref.: 25125040A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 50%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/251-25040-vitelo-preto-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/251-25040-vitelo-preto-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/251-25040-vitelo-preto-2.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Vitelo preto/fita",1,1
6146,variable,"101 10534 A","Sandália Floater Champanhe",'-1,0,visible,"Modelo confeccionado em couro floater champanhe. Fivela ouro. Salto de 11cm e pata de 2,5cm. Ref.: 10110534A","Modelo confeccionado em couro floater champanhe. Fivela ouro. Salto de 11cm e pata de 2,5cm. Ref.: 10110534A",,,taxable,,1,,,0,0,,,,,0,,,,"Festa, Liquida Verão 30%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/101-10534-floater-champanhe-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/101-10534-floater-champanhe-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/101-10534-floater-champanhe-1.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Floater Champanhe",1,1
6155,variable,"228 20119 A","Tamanco Floater Rosa Velho",'-1,0,visible,"Modelo confeccionado em couro floater rosa velho. Salto de 5,5cm.\n\nRef.: 22820119A","Modelo confeccionado em couro floater rosa velho. Salto de 5,5cm.\n\nRef.: 22820119A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 30%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/228-20119-floater-rosa-velho-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/228-20119-floater-rosa-velho-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/228-20119-floater-rosa-velho-1.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Floater rosa velho",1,1
6164,variable,"664 65096 A","Mule Vaqueta Branco / Floater Champanhe",'-1,0,visible,"Modelo confeccionado em couro vaqueta branco e couro floater champanhe. Salto de 8,5cm.\n\nRef.: 66465096A","Modelo confeccionado em couro vaqueta branco e couro floater champanhe. Salto de 8,5cm. Ref.: 66465096A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/664-65096-couro-vaqueta-branco-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/664-65096-couro-vaqueta-branco-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/664-65096-couro-vaqueta-branco-1.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Branco, Floater Champanhe",1,1
6173,variable,"101 10736 A","Sandália Verniz Nude",'-1,0,visible,"Modelo confeccionado em verniz nude. Fivela ouro. Salto de 11cm e pata de 2,5cm.\n\nRef.: 10110736A","Modelo confeccionado em verniz nude. Fivela ouro. Salto de 11cm e pata de 2,5cm. Ref.: 10110736A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 30%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/101-10736-verniz-nude-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/101-10736-verniz-nude-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/101-10736-verniz-nude-2.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Verniz Nude",1,1
6182,variable,"201 20164 A","Rasteira Floater Off White",'-1,0,visible,"Rasteira Modelo confeccionado em couro floater off white e verniz cereja. Enfeite personalizado Divalesi ouro. Salto de 2,5cm. Ref.: 20120164A","Rasteira Modelo confeccionado em couro floater off white e verniz cereja. Enfeite personalizado Divalesi ouro. Salto de 2,5cm. Ref.: 20120164A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 30%, Presentes, Rasteiras, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/201-20164-couro-floater-off-white-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/201-20164-couro-floater-off-white-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/201-20164-couro-floater-off-white-3.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Floater Off White",1,1
6191,variable,"295 29015 A","Sandália Vitelo Preto",'-1,0,visible,"Modelo confeccionado em couro vitelo preto. Fivela ouro. Salto de 7cm com vira natural.\n\nRef.: 29529015A","Modelo confeccionado em couro vitelo preto. Fivela ouro. Salto de 7cm com vira natural.\n\nRef.: 29529015A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/295-29015-couro-vitelo-preto-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/295-29015-couro-vitelo-preto-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/295-29015-couro-vitelo-preto-3.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Vitelo Preto",1,1
6200,variable,"103 10741 A","Sandália Floater Branco",'-1,0,visible,"Modelo confeccionado em couro floater branco. Fivela forrada. Salto bloco de 8,5cm. Ref.: 10310741A","Modelo confeccionado em couro floater branco. Fivela forrada. Salto bloco de 8,5cm. Ref.: 10310741A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 30%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/103-10741-couro-floater-branco-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/103-10741-couro-floater-branco-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/103-10741-couro-floater-branco-1.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Verniz Nude",1,1
6209,variable,"102 10556 A","Sandália Tratorada Vitelo Tan",'-1,0,visible,"Modelo confeccionado em couro vitelo tan. Salto de 9cm com pata tratorada de 1,5cm e vira natural.\n\nRef.: 10210556A","Modelo confeccionado em couro vitelo tan. Salto de 9cm com pata tratorada de 1,5cm e vira natural.\n\nRef.: 10210556A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 30%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/102-10556-couro-vitelo-tan-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/102-10556-couro-vitelo-tan-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/102-10556-couro-vitelo-tan-3.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Vitelo Tan",1,1
6218,variable,"102 10751 A","Sandália Tratorada Vitelo Camélia",'-1,0,visible,"Modelo confeccionado em couro vitelo camélia. Fivela ouro. Salto de 9cm com pata tratorada de 1,5cm e vira natural. Ref.: 10210751A","Modelo confeccionado em couro vitelo camélia. Fivela ouro. Salto de 9cm com pata tratorada de 1,5cm e vira natural. Ref.: 10210751A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/102-10751-vitelo-camelia-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/102-10751-vitelo-camelia-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/102-10751-vitelo-camelia-2.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Vitelo Camélia",1,1
6227,variable,"103 10741 B","Sandália Vitelo Rosa Velho",'-1,0,visible,"Modelo confeccionado em couro vitelo rosa velho. Fivela forrada. Salto bloco de 8,5cm. Ref.: 10310741B","Modelo confeccionado em couro vitelo rosa velho. Fivela forrada. Salto bloco de 8,5cm. Ref.: 10310741B",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 30%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/103-10741-vitelo-rosa-velho-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/103-10741-vitelo-rosa-velho-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/103-10741-vitelo-rosa-velho-2.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Rosa, Vitelo Rosa Velho",1,1
6236,variable,"664 65094 A","Scarpin Verniz Preto",'-1,0,visible,"Modelo confeccionado em verniz preto. Fivela forrada. Salto de 8,5cm. Ref.: 66465094A","Modelo confeccionado em verniz preto. Fivela forrada. Salto de 8,5cm. Ref.: 66465094A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 50%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/664-65094-verniz-preto-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/664-65094-verniz-preto-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/664-65094-verniz-preto-2.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Preto, Verniz Preto",1,1
6245,variable,"664 65093 A","Scarpin Slingback Verniz Cereja/ Vitelo Rosa Velho",'-1,0,visible,"Scarpin Slingback com modelo confeccionado em verniz cereja e couro vitelo rosa velho. Fivela ouro. Salto de 8,5cm. Ref.: 66465093A","Scarpin Slingback com modelo confeccionado em verniz cereja e couro vitelo rosa velho. Fivela ouro. Salto de 8,5cm. Ref.: 66465093A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/664-65093-verniz-cereja-2.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/664-65093-verniz-cereja-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/664-65093-verniz-cereja-1.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,Vermelho,1,1
6254,variable,"197 10768 A","Sandália Floater Preto / Vitelo Rosa Velho",'-1,0,visible,"Modelo confeccionado em couro floater preto e couro vitelo rosa velho. Fivela ouro. Salto bloco de 7cm. Ref.: 19710768A","Modelo confeccionado em couro floater preto e couro vitelo rosa velho. Fivela ouro. Salto bloco de 7cm. Ref.: 19710768A",,,taxable,,1,,,0,0,,,,,0,,,,"Liquida Verão 40%, Todos",,,"https://divalesi.com.br/wp-content/uploads/2018/08/197-10768-floater-preto-vitelo-rosa-velho-1.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/197-10768-floater-preto-vitelo-rosa-velho-3.jpg, https://divalesi.com.br/wp-content/uploads/2018/08/197-10768-floater-preto-vitelo-rosa-velho-2.jpg",,,,,,,,,0,Tamanho,"33, 34, 35, 36, 37, 38, 39, 40",1,1,Cor,"Floater Preto, Vitelo Rosa Velho",1,1
